Date,WaterTemp
10/7/17,68.648
10/8/17,68.414
10/9/17,67.928
10/10/17,67.766
10/11/17,67.352
10/12/17,66.668
10/13/17,66.182
10/14/17,65.912
10/15/17,65.552
10/16/17,65.12
10/17/17,64.778
10/18/17,64.544
10/19/17,64.346
10/20/17,64.31
10/21/17,64.328
10/22/17,64.238
10/23/17,64.094
10/24/17,63.572
10/25/17,62.816
10/26/17,62.15
10/27/17,61.88
10/28/17,61.916
10/29/17,61.412
10/30/17,60.548
10/31/17,59.432
11/1/17,58.424
11/2/17,57.092
11/3/17,56.534
11/4/17,56.12
11/5/17,55.706
11/6/17,55.4
11/7/17,55.31
11/8/17,55.238
11/9/17,55.004
11/10/17,54.536
11/11/17,53.906
11/12/17,53.42
11/13/17,52.772
11/14/17,51.998
11/15/17,51.548
11/16/17,51.242
11/17/17,50.558
11/18/17,49.784
11/19/17,49.118
11/20/17,49.046
11/21/17,49.064
11/22/17,48.632
11/23/17,48.182
11/24/17,48.02
11/25/17,47.912
11/26/17,47.678
11/27/17,47.588
11/28/17,47.66
11/29/17,47.516
11/30/17,47.264
12/1/17,46.994
12/2/17,46.796
12/3/17,46.652
12/4/17,46.598
12/5/17,46.4
12/6/17,46.094
12/7/17,45.626
12/8/17,44.96
12/9/17,44.618
12/10/17,44.348
12/11/17,43.916
12/12/17,43.214
12/13/17,42.152
12/14/17,41.18
12/15/17,40.496
12/16/17,40.046
12/17/17,39.452
12/18/17,39.524
12/19/17,39.38
12/20/17,39.344
12/21/17,39.308
12/22/17,39.254
12/23/17,39.02
12/24/17,38.732
12/25/17,38.408
12/26/17,38.066
12/27/17,37.436
12/28/17,36.788
12/29/17,35.672
12/30/17,34.754
12/31/17,34.502
1/1/18,34.304
1/2/18,34.214
1/3/18,33.782
1/4/18,33.098
1/5/18,32.738
1/6/18,32.36
1/7/18,32.36
1/8/18,32.648
1/9/18,32.666
1/10/18,32.702
1/11/18,32.36
1/12/18,32.882
1/13/18,32.522
1/14/18,32.432
1/15/18,32.396
1/16/18,32.378
1/17/18,32.414
1/18/18,32.45
1/19/18,32.36
1/20/18,32.36
1/21/18,32.36
1/22/18,32.378
1/23/18,32.378
1/24/18,32.36
1/25/18,32.36
1/26/18,32.774
1/27/18,32.81
1/28/18,32.828
1/29/18,32.738
1/30/18,32.666
1/31/18,32.378
2/1/18,32.666
2/2/18,32.738
2/3/18,32.774
2/4/18,32.36
2/5/18,32.36
2/6/18,32.36
2/7/18,32.36
2/8/18,32.36
2/9/18,32.36
2/10/18,32.36
2/11/18,32.36
2/12/18,32.36
2/13/18,32.36
2/14/18,32.36
2/15/18,32.36
2/16/18,32.36
2/17/18,32.36
2/18/18,32.36
2/19/18,32.684
2/20/18,32.72
2/21/18,32.792
2/22/18,32.396
2/23/18,32.36
2/24/18,32.36
2/25/18,33.098
2/26/18,33.296
2/27/18,33.584
2/28/18,33.602
3/1/18,33.728
3/2/18,33.764
3/3/18,33.854
3/4/18,33.944
3/5/18,33.926
3/6/18,33.89
3/7/18,33.89
3/8/18,33.908
3/9/18,33.836
3/10/18,33.746
3/11/18,33.746
3/12/18,33.782
3/13/18,33.89
3/14/18,33.998
3/15/18,34.07
3/16/18,34.16
3/17/18,34.286
3/18/18,34.448
3/19/18,34.448
3/20/18,34.358
3/21/18,34.43
3/22/18,34.592
3/23/18,34.79
3/24/18,34.934
3/25/18,35.042
3/26/18,35.042
3/27/18,35.006
3/28/18,35.024
3/29/18,35.078
3/30/18,35.294
3/31/18,35.474
4/1/18,35.654
4/2/18,35.762
4/3/18,35.816
4/4/18,35.924
4/5/18,36.05
4/6/18,36.068
4/7/18,36.104
4/8/18,36.104
4/9/18,36.104
4/10/18,36.194
4/11/18,36.302
4/12/18,36.518
4/13/18,37.04
4/14/18,37.418
4/15/18,37.724
4/16/18,38.3
4/17/18,38.444
4/18/18,38.498
4/19/18,38.444
4/20/18,38.498
4/21/18,38.804
4/22/18,39.308
4/23/18,39.956
4/24/18,41.162
4/25/18,43.088
4/26/18,42.71
4/27/18,41.954
4/28/18,41.72
4/29/18,41.756
4/30/18,42.188
5/1/18,42.908
5/2/18,43.394
5/3/18,43.862
5/4/18,44.672
5/5/18,45.608
5/6/18,46.778
5/7/18,47.768
5/8/18,49.01
5/9/18,49.442
5/10/18,49.064
5/11/18,48.884
5/12/18,49.046
5/13/18,49.172
5/14/18,49.622
5/15/18,50.72
5/16/18,52.034
5/17/18,52.916
5/18/18,53.204
5/19/18,54.122
5/20/18,54.446
5/21/18,54.896
5/22/18,56.102
5/23/18,56.786
5/24/18,57.722
5/25/18,59.324
5/26/18,61.376
5/27/18,63.806
5/28/18,65.336
5/29/18,65.606
5/30/18,64.904
5/31/18,64.04
6/1/18,63.338
6/2/18,62.492
6/3/18,61.97
6/4/18,61.466
6/5/18,61.16
6/6/18,61.196
6/7/18,61.574
6/8/18,62.258
6/9/18,62.6
6/10/18,62.546
6/11/18,62.51
6/12/18,62.762
6/13/18,63.518
6/14/18,64.004
6/15/18,64.544
6/16/18,65.606
6/17/18,66.938
6/18/18,67.622
6/19/18,67.568
6/20/18,67.334
6/21/18,67.28
6/22/18,67.748
6/23/18,67.856
6/24/18,67.784
6/25/18,68.036
6/26/18,69.008
6/27/18,70.88
6/28/18,72.212
6/29/18,72.95
6/30/18,74.048
7/1/18,75.038
7/2/18,75.434
7/3/18,75.866
7/4/18,76.892
7/5/18,76.658
7/6/18,74.984
7/7/18,74.12
7/8/18,74.12
7/9/18,74.318
7/10/18,74.39
7/11/18,74.372
7/12/18,74.57
7/13/18,75.326
7/14/18,76.01
7/15/18,76.784
7/16/18,76.91
7/17/18,76.442
7/18/18,76.046
7/19/18,75.812
7/20/18,75.758
7/21/18,75.74
7/22/18,75.704
7/23/18,75.578
7/24/18,75.542
7/25/18,75.65
7/26/18,75.488
7/27/18,75.092
7/28/18,74.858
7/29/18,74.912
7/30/18,75.128
7/31/18,75.398
8/1/18,75.722
8/2/18,75.992
8/3/18,76.1
8/4/18,76.352
8/5/18,76.766
8/6/18,77.018
8/7/18,76.91
8/8/18,76.604
8/9/18,76.496
8/10/18,76.784
8/11/18,77.126
8/12/18,77.216
8/13/18,77.126
8/14/18,77.09
8/15/18,76.964
8/16/18,76.658
8/17/18,76.226
8/18/18,75.902
8/19/18,75.614
8/20/18,75.488
8/21/18,75.236
8/22/18,74.858
8/23/18,74.696
8/24/18,74.534
8/25/18,74.624
8/26/18,74.93
8/27/18,75.47
8/28/18,75.578
8/29/18,75.542
8/30/18,75.344
8/31/18,75.218
9/1/18,75.65
9/2/18,76.28
9/3/18,76.748
9/4/18,77.486
9/5/18,78.152
9/6/18,78.098
9/7/18,77.396
9/8/18,76.316
9/9/18,74.93
9/10/18,73.418
9/11/18,72.14
9/12/18,71.762
9/13/18,71.996
9/14/18,72.428
9/15/18,72.824
9/16/18,73.166
9/17/18,73.274
9/18/18,73.31
9/19/18,73.058
9/20/18,72.878
9/21/18,72.896
9/22/18,72.158
9/23/18,71.096
9/24/18,70.646
9/25/18,70.448
9/26/18,69.908
9/27/18,69.35
9/28/18,69.098
9/29/18,68.9
9/30/18,68.612
10/1/18,68.414
10/2/18,68.09
10/3/18,67.874
10/4/18,67.658
10/5/18,67.55
10/6/18,67.802
10/7/18,68.108
10/8/18,68.45
10/9/18,68.72
10/10/18,68.576
10/11/18,68.108
10/12/18,67.046
10/13/18,65.534
10/14/18,64.58
10/15/18,63.878
10/16/18,62.78
10/17/18,61.826
10/18/18,60.8
10/19/18,60.17
10/20/18,59.378
10/21/18,58.226
10/22/18,57.164
10/23/18,56.768
10/24/18,56.624
10/25/18,56.192
10/26/18,55.94
10/27/18,55.364
10/28/18,54.734
10/29/18,54.158
10/30/18,54.05
10/31/18,53.996
11/1/18,53.78
11/2/18,53.132
11/3/18,52.61
11/4/18,52.412
11/5/18,52.394
11/6/18,52.376
11/7/18,52.232
11/8/18,51.908
11/9/18,51.008
11/10/18,50.324
11/11/18,49.748
11/12/18,49.406
11/13/18,49.118
11/14/18,48.002
11/15/18,47.336
11/16/18,46.85
11/17/18,46.166
11/18/18,45.824
11/19/18,45.59
11/20/18,45.32
11/21/18,45.032
11/22/18,44.672
11/23/18,44.474
11/24/18,44.456
11/25/18,44.384
11/26/18,44.294
11/27/18,44.114
11/28/18,43.898
11/29/18,43.682
11/30/18,43.502
12/1/18,43.574
12/2/18,43.61
12/3/18,43.43
12/4/18,42.818
12/5/18,42.26
12/6/18,41.828
12/7/18,41.522
12/8/18,41.306
12/9/18,41.126
12/10/18,40.964
12/11/18,40.874
12/12/18,40.712
12/13/18,40.55
12/14/18,40.568
12/15/18,40.64
12/16/18,40.712
12/17/18,40.64
12/18/18,40.424
12/19/18,40.352
12/20/18,40.244
12/21/18,40.262
12/22/18,40.226
12/23/18,40.154
12/24/18,39.992
12/25/18,39.776
12/26/18,39.524
12/27/18,39.38
12/28/18,39.434
12/29/18,39.326
12/30/18,39.254
12/31/18,39.218
